CID,NDVI,LST
3,0.259125,47.5269012
3,0.255642,44.1328011
3,0.24656,45.294899
3,0.251943,40.8156013
3,0.261583,48.3266983
3,0.253319,43.7363014
3,0.29895,44.2831993
3,0.229625,46.7953987
3,0.264811,44.9070015
3,0.241691,47.0038986
3,0.282372,43.6748009
3,0.305054,46.7066002
3,0.267452,43.5550995
3,0.238294,44.0985985
3,0.231517,46.3614006
3,0.276377,47.1884995
3,0.254764,43.6302986
3,0.267844,44.6831017
3,0.262794,48.6959
3,0.283101,47.277401
3,0.283855,44.2302017
3,0.238154,42.3623009
3,0.288424,44.2215996
3,0.239266,39.0297012
3,0.23205,41.5932007
3,0.17995,-9999
3,0.273708,43.4048004
3,0.20966,43.6764984
3,0.280078,46.0264015
3,0.247178,45.7803001
3,0.267145,49.7144012
3,0.289019,45.7392998
4,0.302835,44.5054016
4,0.178614,52.6813011
4,0.160891,48.6651001
4,0.20916,52.8452988
0,0.173775,41.5625
0,-0.0014551,40.9642982
0,0.0481707,41.3334999
0,0.188382,37.2700005
0,0.156144,40.482399
0,0.0826268,41.3403015
0,0.0845292,41.6615982
0,0.0049814,37.8778
0,0.0860326,42.331501
0,0.244578,39.7952995
0,0.195787,41.9248009
0,0.145846,39.4090996
0,-0.0681041,36.8558006
0,0.0975371,40.7010994
1,0.31076,48.0259018
1,0.300734,44.0267982
1,0.261321,52.0112991
1,0.241105,47.4346008
1,0.202472,50.0937996
1,0.26351,47.3764992
1,0.314087,43.5858994
1,0.298486,45.3428001
1,0.260298,43.4696999
1,0.254686,45.8349991
1,0.173275,46.7373009
1,0.133772,49.5127983
1,0.232773,45.2230988
1,0.252177,49.6529007
1,0.24604,46.1836014
1,0.206587,50.0117989
1,0.133531,49.9742012
1,0.32847,44.6763
1,0.227145,44.7650986
1,0.347773,41.1283989
1,0.235118,48.0121994
1,0.219235,49.2631989
1,0.103448,50.2750015
1,0.322639,45.5410004
1,0.208693,46.7304993
1,0.293115,47.7764015
1,0.189149,49.4785995
1,0.244619,48.2481003
1,0.0673091,43.821701
1,0.240329,48.9249001
1,0.162446,43.1108017
1,0.220827,49.3487015
1,0.351388,42.8921013
2,0.264277,43.9105988
2,0.393709,41.3470993
2,0.27053,47.1851006
2,0.320862,45.8897018
2,0.2535,47.6601982
3,0.259573,46.3306007
3,0.295611,40.581501
3,0.240057,41.6683998
3,0.334094,40.5063019
3,0.298625,42.5570984
3,0.245303,45.6846008
3,0.258711,45.9614983
3,0.228508,45.4043007
3,0.303089,40.8582993
3,0.295399,41.3163986
3,0.314159,40.0481987
3,0.247102,44.6968002
3,0.279491,46.8125
3,0.219512,46.2416992
3,0.294855,44.8266983
3,0.281484,46.1493988
3,0.24649,45.9682999
3,0.334887,40.321701
4,0.266718,51.6627007
4,0.258129,46.7271004
4,0.267949,46.4091988
4,0.365787,45.605999
4,0.177926,50.729599
4,0.194016,49.8067017
4,0.204803,52.1787987
4,0.238179,49.3726006
4,0.300438,46.0708008
4,0.270646,45.4692993
4,0.201222,51.3106003
4,0.3755,42.1264
4,0.249388,46.5561981
4,0.261709,46.6484985
4,0.37852,43.3193016
4,0.335003,43.8935013
4,0.253404,49.2939987
4,0.233244,48.0942993
4,0.273625,45.4384995
4,0.285994,47.8652992
4,0.311514,44.3515015
4,0.231933,48.4702988
4,0.273064,46.6040001
4,0.29657,45.9511986
4,0.21692,47.533699
4,0.249273,48.9692993
4,0.405272,39.9422989
4,0.249223,45.9272995
4,0.299941,43.9140015
4,0.275072,44.5565987
4,0.170147,49.7417984
4,0.327154,42.3008003
4,0.291497,43.1175995
4,0.326768,43.0560989
4,0.183441,54.8550987
4,0.252574,51.5499001
4,0.289635,45.9546013
4,0.332704,43.8730011
4,0.257278,44.5531998
4,0.210817,47.9199982
4,0.365951,43.3227005
4,0.310479,44.160099
4,0.342356,42.3793983
2,0.161039,54.6585999
2,0.206239,47.5251999
2,0.228581,47.5644989
2,0.192045,49.9365997
2,0.183408,45.4435997
2,0.23058,49.0992012
2,0.201086,49.2238998
2,0.212969,54.2536011
2,0.220376,51.703701
2,0.225813,50.4782982
2,0.210337,47.5798988
0,0.0622452,39.9389
0,0.058719,42.6972008
0,0.0146152,36.8300018
0,0.29669,40.5746002
0,0.172153,39.7680016
0,0.0185932,41.5385017
0,0.0602208,40.6567001
0,0.0307257,37.1428986
0,0.110876,41.1590996
0,-0.0200421,39.5082016
0,-0.0179512,38.3597984
0,0.172833,44.6062012
1,0.251234,43.2373009
1,0.223113,48.767601
2,0.284127,46.5391006
2,0.229273,42.9398994
2,0.203491,44.4062004
2,0.233521,47.3423004
2,0.213675,46.3578987
2,0.218074,44.8198013
2,0.2727,45.5718002
2,0.226584,43.9925995
2,0.227133,48.6599998
2,0.223567,44.6591988
2,0.180908,49.6222
2,0.157295,50.7415009
2,0.192818,45.3735008
2,0.211795,47.8036995
2,0.217225,50.5074005
2,0.185933,51.7994003
2,0.228123,44.6763
2,0.171822,49.3588982
2,0.228349,45.9854012
2,0.259697,48.0088005
2,0.232958,48.6959
2,0.178147,50.9706001
3,0.242201,43.3193016
3,0.230965,42.2084999
3,0.233137,45.2402
3,0.25828,43.9858017
3,0.275139,43.4183998
3,0.302279,42.6390991
3,0.251598,43.6576996
3,0.235346,44.3823013
3,0.226998,44.7821999
3,0.243512,45.4761009
3,0.217571,42.1469002
3,0.233131,44.1362
3,0.221732,43.9687004
3,0.217717,44.4165001
0,0.245606,44.7036018
0,0.0512289,43.8012009
0,0.0709117,42.4067001
0,0.0766342,42.1092987
0,-0.0453919,40.0892982
0,0.0732412,41.9658012
0,0.01815,40.1884003
1,0.18662,48.8804016
1,0.166953,49.1162987
1,0.214079,51.1226997
1,0.23575,47.6464996
1,0.192664,51.6489983
1,0.26227,45.1001015
1,0.236585,49.6016006
1,0.263944,48.5163994
1,0.210556,49.1197014
1,0.173617,52.9614983
1,0.221089,47.3969994
1,0.177303,49.6598015
1,0.183725,50.5553017
2,0.269485,46.4399986
2,0.249628,47.0894012
2,0.258821,47.3303986
2,0.258866,48.2958984
2,0.225816,47.7695999
2,0.211062,49.1744003
2,0.232794,46.7099991
2,0.254123,46.7168007
2,0.201484,48.5009995
2,0.179815,51.4883995
2,0.235096,47.1200981
2,0.19867,50.5484009
2,0.19267,46.5766983
2,0.191383,52.9973984
2,0.302379,47.1713982
2,0.156983,52.0079002
2,0.233722,51.5122986
2,0.186338,50.7602997
2,0.212855,47.3628006
2,0.242019,48.9384995
2,0.183964,51.4234009
2,0.255685,43.3260994
2,0.227417,49.2700996
2,0.2125,51.2047005
2,0.20521,50.4253998
2,0.191819,51.6694984
2,0.243864,47.0689011
2,0.13382,47.3115997
3,0.245659,44.4301987
3,0.242337,46.5663986
3,0.263732,43.9858017
3,0.274768,41.1113014
3,0.258477,44.6283989
3,0.290535,42.8544998
3,0.248255,46.4947014
3,0.250502,44.6591988
3,0.271655,48.3027992
3,0.247706,44.8848
3,0.245312,43.4970016
3,0.220961,42.5467987
3,0.249958,44.9429016
4,0.270093,49.6255989
4,0.144521,55.144001
4,0.247482,49.468399
4,0.199272,52.7257004
0,0.0448515,45.361599
0,-0.0057796,38.0354996
0,0.0206903,38.0354996
0,-0.0196306,38.0354996
0,-0.0129544,38.0354996
0,-0.0210655,38.0354996
0,-0.0303312,38.0354996
0,0.198339,44.5293007
0,-0.0027936,38.0354996
0,0.126765,41.2514
0,-0.0098217,38.0354996
0,-0.0197682,38.0354996
0,-0.0109002,38.0354996
0,0.101268,43.7089996
0,-0.0108662,38.0354996
0,-0.019515,39.2536011
0,0.03449,45.5444984
0,-0.0115115,38.0354996
0,-0.0053991,38.3030014
0,0.177096,43.592701
0,-0.0185329,38.0354996
0,0.110472,43.2132988
0,-0.0249767,38.0354996
0,-0.0618397,38.6007004
0,0.0554,42.8134003
0,-0.0165808,38.3030014
0,-0.0320612,43.2937012
0,-0.0428244,38.6399994
0,0.0133731,43.3757019
0,-0.011065,38.0354996
0,0.0602073,38.0354996
0,-0.0072322,38.0354996
0,0.0453707,43.6509018
0,0.273223,42.7280006
0,-0.0003247,38.0354996
0,-0.0092904,38.0354996
0,0.0100828,43.1211014
0,0.231292,43.4748001
0,-0.0235133,38.0354996
0,-0.0214067,38.0354996
0,0.0891491,45.2128983
0,-0.0019187,38.0354996
0,0.0054903,45.1461983
0,0.0133438,38.3030014
0,0.103673,47.6192017
0,-0.0138227,38.0354996
1,0.202369,45.1632996
1,0.183117,50.3263016
1,0.201059,51.7584
1,0.186525,46.9338989
1,0.172238,54.6706009
1,0.25838,46.1100998
1,0.19005,49.8647995
1,0.216275,50.2458992
1,0.167669,43.2543983
1,0.159056,50.4459
1,0.204534,47.3405991
1,0.22329,50.6372986
1,0.228194,47.5098
1,0.250016,50.5792007
1,0.262544,45.964901
2,0.211238,55.6481018
2,0.218793,48.9402008
2,0.26531,47.5593987
2,0.138742,55.6276016
2,0.226383,51.4747009
2,0.259863,48.7043991
2,0.206247,48.5079002
2,0.166673,52.1822014
2,0.252149,47.4944
2,0.199801,48.3250008
2,0.236353,49.7042007
2,0.25403,49.464901
2,0.27691,47.9558983
2,0.263015,47.7985992
2,0.216159,48.6530991
2,0.196713,51.9053993
2,0.213721,49.6734009
2,0.186203,51.6319008
2,0.222591,51.604599
2,0.249596,53.0742989
2,0.239541,47.7593002
2,0.207356,48.9948997
2,0.226338,48.9931984
2,0.233973,48.767601
2,0.218628,51.0644989
2,0.21655,49.0752983
2,0.229241,49.4768982
3,0.260251,43.837101
3,0.287712,46.7066002
3,0.287436,43.3022003
3,0.252531,43.7773018
3,0.220078,46.0367012
3,0.256208,45.3992004
3,0.200648,49.5588989
3,0.233201,43.9669991
3,0.327124,42.9911995
3,0.274961,46.0042
3,0.258634,45.0317001
3,0.219504,46.8928986
3,0.306343,-9999
3,0.215077,47.4397011
3,0.241688,49.0752983
3,0.249958,46.5681
3,0.209608,48.4104996
4,0.221242,54.2433014
4,0.236564,49.8306999
4,0.248766,51.3652992
4,0.184401,54.9678993
4,0.203932,53.4571991
4,0.282074,49.2136993
4,0.248034,48.7181015
4,0.166985,56.0959015
4,0.226114,51.9771004
4,0.197161,54.9678993
4,0.215057,51.553299
4,0.215896,49.1469994
4,0.242973,48.0019989
4,0.182769,52.6095009
4,0.150797,55.7695007
4,0.211947,52.0625992
4,0.173935,51.655899
4,0.213827,54.051899
4,0.194798,47.6772995
4,0.168197,54.1338997
4,0.332002,47.9439011
4,0.174462,52.6880989
4,0.21048,50.8867989
4,0.22277,-9999
4,0.324097,45.2471008
4,0.210604,53.7476997
0,-0.0096455,38.3030014
0,0.181511,41.6137009
0,-0.0191743,38.3030014
0,-0.0070358,38.3030014
0,0.0866946,38.3030014
0,0.0228755,40.5369987
0,0.149277,42.7142982
0,0.0116777,39.0946007
0,0.116565,36.9994011
0,-0.0267088,43.0355988
0,0.335307,38.3030014
0,-0.0037808,38.3030014
0,-0.0164777,38.3030014
0,0.0037056,38.3030014
0,-0.0080272,38.3030014
0,0.0048463,33.4199982
0,-0.0116264,38.3030014
0,-0.0399458,38.3030014
0,0.18482,42.6118011
0,-0.0190573,38.3030014
0,0.0028359,38.3030014
0,-0.0160706,40.1302986
0,-0.0150283,38.3030014
0,0.0003681,38.3030014
0,0.0787467,39.0810013
0,0.103988,42.5365982
0,-0.0073792,38.3030014
0,-0.0075139,38.3030014
0,0.113587,42.3418007
0,0.18576,38.3030014
0,-0.0165189,38.6741982
0,0.267998,38.2845993
0,0.0092658,38.3030014
0,0.0864615,39.1562004
0,0.285856,40.6054001
0,0.008914,40.1063995
0,0.183149,47.6192017
0,0.170936,41.0942001
0,-0.0219524,37.2797012
0,0.0087033,42.071701
0,0.0013665,35.844101
0,-0.0114701,38.3030014
0,0.126351,39.8909988
0,0.202782,40.0517006
0,-0.0098678,36.0183983
0,0.0087579,38.3030014
0,-0.0065987,38.3030014
0,-0.0085834,38.3030014
0,0.0586129,42.4033012
0,-0.0250078,38.3030014
0,0.0074445,34.1521988
0,-0.0139517,38.3030014
0,0.0924743,36.8933983
0,0.0148718,41.8973999
0,0.0289467,34.9553986
0,0.136736,43.1450005
0,0.018624,38.3030014
0,0.0821256,44.3891983
0,-0.0221465,35.5261993
0,-0.0215873,38.3030014
0,-0.0221543,37.3241005
0,-0.013742,38.3030014
0,0.005302,38.3030014
0,-0.0041919,38.3030014
0,0.0294957,45.5992012
0,-0.0039037,38.3030014
0,-0.0170392,38.3030014
0,-0.0193957,38.3030014
0,0.0145326,35.7654991
0,0.0516364,40.4448013
0,0.021138,38.3030014
0,-0.0107989,38.3030014
0,-0.0132897,38.3030014
0,0.181002,43.9550018
0,-0.0153472,38.0522003
0,-0.0052135,38.3030014
1,0.264524,46.9766006
1,0.275454,46.5014992
1,0.189481,51.1362991
1,0.197867,45.3804016
1,0.246583,44.2456017
1,0.0578593,50.6064987
1,0.13515,52.8418999
1,0.109932,50.6407013
1,0.0246787,45.2538986
1,0.132353,50.3877983
1,0.292637,47.7354012
1,0.317095,44.0267982
1,0.250663,44.5668983
1,0.0807993,53.1906013
1,0.273812,44.3480988
1,0.143793,53.3922005
1,0.193315,47.7182999
1,0.232382,47.9541016
1,0.268952,48.4942017
1,0.0797477,54.0416985
1,0.138619,52.1720009
1,0.141028,51.9668999
1,0.261983,45.6197014
1,0.242563,48.9351006
1,0.252597,49.6939011
1,0.216909,48.9487991
1,0.219875,50.1519012
1,0.317266,45.3223
1,0.148296,45.8179016
1,0.247896,47.8482018
1,0.0882014,47.4449005
1,0.182031,50.777401
1,0.221441,46.4981003
1,0.242564,47.8174019
1,0.215895,50.3092003
1,0.084956,57.2751007
1,0.218925,49.8750992
1,0.121238,47.9814987
1,0.298308,43.6850014
1,0.256751,50.1827011
1,0.273801,43.5209999
1,0.185995,52.3394012
1,0.174579,50.1997986
1,0.226748,47.7011986
1,0.264511,47.2022018
1,0.206702,51.1465988
1,0.277165,51.1500015
1,0.268368,51.9155998
1,0.273022,44.3208008
1,0.0657705,53.4502983
1,0.254437,47.5508003
1,0.273815,47.6397018
1,0.0735175,55.8736992
1,0.152168,51.8335991
2,0.200256,50.4527016
2,0.272575,47.7046013
2,0.201253,49.205101
2,0.30429,45.7461014
2,0.278567,50.1109009
2,0.206973,50.8423996
2,0.203743,52.6470985
2,0.200467,49.9435005
3,0.233311,43.6645012
3,0.252553,43.9208984
3,0.264206,42.2767982
3,0.198973,48.5830994
3,0.240367,44.1395988
3,0.288913,45.2471008
3,0.223102,45.4418983
3,0.24457,48.9077988
3,0.220251,44.5429993
3,0.316163,42.8305016
3,0.295621,47.8721008
3,0.254696,42.3793983
3,0.256081,46.740799
3,0.251087,48.6753998
3,0.221771,44.4301987
3,0.244711,43.1621017
3,0.304166,44.0713005
3,0.256862,40.9300995
3,0.344528,43.9618988
3,0.220643,46.4604988
4,0.186088,51.3175011
4,0.275867,44.5155983
4,0.211598,48.4804993
4,0.232847,48.4394989
4,0.202037,41.3368988
4,0.160361,53.1735001
4,0.346705,44.030201
4,0.258792,47.5439987
4,0.319504,49.3692017
4,0.106797,48.5625992
4,0.275526,46.8809013
4,0.145439,51.3037987
4,0.280804,46.303299
4,0.350579,42.9398994
4,0.285437,46.6929016
4,0.281308,45.8897018
4,0.27164,47.2123985
4,0.271793,43.1175995
4,0.258263,43.5688019
4,0.32594,48.330101
4,0.185333,53.9836006
4,0.18645,53.8708
4,0.221692,49.8409004
4,0.155146,54.6193008
4,0.270852,46.5152016
4,0.235755,49.468399
4,0.232536,48.3437996
4,0.197186,51.6147995
4,0.327691,45.8075981
4,0.223949,50.9687996
4,0.18998,51.1021004
4,0.108624,59.0969009
4,0.246946,46.6758003
1,0.215989,50.8390007
4,0.338969,45.9034004
4,0.119229,56.3146019
4,0.247025,47.7626991
4,0.256463,46.7442017
4,0.347407,47.9301987
4,0.249301,49.7896004
4,0.166976,56.1880989
4,0.216317,48.5727997
4,0.255415,50.9175987
4,0.308777,43.1278992
4,0.263585,48.7812996
4,0.28808,46.6109009
4,0.248882,45.3700981
4,0.203287,50.9723015
4,0.253865,48.9726982
4,0.161157,51.2013016
4,0.152138,51.5737991
4,0.222544,45.8144989
4,0.248357,48.3368988
2,0.181643,54.7047005
3,0.293032,48.7745018
1,0.174164,49.0102997
1,0.171675,50.9585991
2,0.216424,50.9790993
2,0.153938,56.6358986
2,0.178122,51.6763992
2,0.174752,54.6876984
2,0.180288,50.7944984
2,0.229492,47.6908989
2,0.177089,50.8013992
2,0.181642,52.1274986
2,0.151686,52.6539001
2,0.25852,51.0952988
3,0.218308,49.4101982
0,-0.0592223,38.0354996
0,-0.0156422,38.0354996
0,-0.018389,38.0354996
0,0.003759,43.9841003
0,-0.0169883,38.0354996
0,-0.0231675,38.0354996
0,-0.0797075,38.0354996
0,-0.0201634,38.0354996
0,-0.0631312,38.0354996
0,-0.0532191,38.0354996
0,-0.0114018,38.0354996
0,-0.0223977,39.0833015
0,-0.0226229,38.0354996
0,-0.0153787,38.0354996
0,-0.0177906,38.0354996
0,-0.0130654,38.0354996
0,-0.0099397,40.9351997
0,-0.0174169,38.0354996
0,-0.071872,38.0354996
0,-0.0149767,38.0354996
0,-0.0146289,38.0354996
0,-0.0119631,38.0354996
0,-0.0362897,38.0354996
0,-0.0024182,38.0354996
0,-0.0886742,38.0354996
0,-0.0138589,38.0354996
0,-0.0485187,38.0354996
0,-0.0150828,38.0354996
0,-0.0251598,38.0354996
0,-0.0221173,38.0354996
0,-0.0387787,38.0354996
0,-0.0177915,38.0354996
0,-0.0460467,43.4799004
0,-0.0483115,38.0354996
0,0.0630285,41.6581993
0,-0.0161615,38.0354996
0,-0.03763,38.0354996
0,-0.0231758,38.0354996
0,0.179688,42.1571999
0,0.128124,44.7086983
0,-0.0152478,38.0354996
0,0.0149417,40.3917999
0,-0.0293514,38.0354996
0,-0.0310389,38.0354996
0,-0.0147,38.0354996
0,-0.0138813,38.0354996
0,-0.0176755,38.0354996
0,-0.0153352,38.0354996
1,0.226944,50.1178017
1,0.31588,48.8171997
1,0.213781,51.1449013
2,0.189261,48.5814018
2,0.0771038,48.9966011
2,0.215217,49.8630981
2,0.197867,52.7770004
2,0.207994,48.1557999
2,0.231594,48.6941986
2,0.247125,53.6794014
2,0.229421,47.1576996
2,0.200783,47.6397018
2,0.154064,55.3353996
2,0.241774,51.2986984
2,0.250961,46.7373009
2,0.202051,50.5210991
2,0.193188,52.168499
3,0.240113,45.9477997
3,0.201416,47.9388008
3,0.252164,48.9333992
3,0.238688,45.8692017
3,0.237205,43.5004997
3,0.255263,45.4812012
3,0.236782,41.5778008
3,0.259807,44.8386002
3,0.29902,44.4626007
3,0.268253,45.3086014
3,0.237122,45.8605995
4,0.361517,45.2368011
4,0.249289,49.0838013
4,0.18519,55.7198982
4,0.21021,52.9580994
4,0.453327,39.9422989
4,0.234336,49.3692017
4,0.220517,54.1066017
4,0.187397,52.5957985
4,0.183509,56.4427986
4,0.153965,57.1281013
0,0.0234853,40.9575005
0,0.0876353,46.9389992
2,0.192347,53.6553993
2,0.182479,55.5661011
2,0.15592,55.1353989
2,0.194296,56.7350006
2,0.246702,49.2462006
3,0.26818,48.1044998
3,0.231363,46.6040001
3,0.22185,45.3188019
3,0.257187,52.0694008
4,0.156742,57.7706985
4,0.18503,55.2858009
4,0.186443,51.6489983
4,0.188071,54.6978989
4,0.174906,54.2877998
4,0.20083,52.8965988
4,0.233654,46.9527016
4,0.171432,54.2228012
4,0.0478403,43.982399
4,0.167883,55.9318008
4,0.274208,53.8672981
4,0.158709,54.0074997
4,0.181573,54.7150002
4,0.257013,50.4425011
4,0.226287,51.7857018
4,0.232019,53.4263992
4,0.289768,54.0313988
4,0.207973,50.9311981
